order,module,suite_file,test_case_id,test_case_name,type,tags,is_datadriven,datadriven_file
365,SIM Product Type,tests/product_type_tests.robot,TC_PT_010,Close Create Form Without Submitting,negative,regression|product-type|TC_PT_010|negative,no,
366,SIM Product Type,tests/product_type_tests.robot,TC_PT_012,Click Update Without Selecting Any EC,negative,regression|product-type|TC_PT_012|negative,no,
367,SIM Product Type,tests/product_type_tests.robot,TC_PT_017,Duplicate Product Type Name Should Show Error Toast,negative,regression|product-type|TC_PT_017|negative,no,
368,SIM Product Type,tests/product_type_tests.robot,TC_PT_014,Edit Icon Should Be Visible In Product Type Grid,positive,regression|product-type|TC_PT_014|positive,no,
369,SIM Product Type,tests/product_type_tests.robot,TC_PT_015,Assign Customer Icon Should Be Visible In Grid For RW User,positive,regression|product-type|TC_PT_015|positive,no,
370,SIM Product Type,tests/product_type_tests.robot,TC_PT_016,Search Product Type In Listing Grid,positive,regression|product-type|TC_PT_016|positive,no,
371,SIM Product Type,tests/product_type_tests.robot,TC_PT_018,Clear Search Should Reset Grid,positive,regression|product-type|TC_PT_018|positive,no,
372,Rule Engine,tests/rule_engine_tests.robot,TC_RE_001,Create Rule With SIM Lifecycle And Raise Alert Action,positive,regression|rule-engine|TC_RE_001|smoke|positive,no,
373,Rule Engine,tests/rule_engine_tests.robot,TC_RE_002,Create Rule With SIM Lifecycle Trigger Option 2,positive,regression|rule-engine|TC_RE_002|positive,no,
374,Rule Engine,tests/rule_engine_tests.robot,TC_RE_003,Create Rule With SIM Lifecycle Trigger Option 3,positive,regression|rule-engine|TC_RE_003|positive,no,
375,Rule Engine,tests/rule_engine_tests.robot,TC_RE_004,Create Rule With Fraud Prevention Trigger Option 1,positive,regression|rule-engine|TC_RE_004|positive,no,
376,Rule Engine,tests/rule_engine_tests.robot,TC_RE_005,Create Rule With Fraud Prevention Trigger Option 2,positive,regression|rule-engine|TC_RE_005|positive,no,
377,Rule Engine,tests/rule_engine_tests.robot,TC_RE_006,Create Rule With Cost Control Trigger Option 1,positive,regression|rule-engine|TC_RE_006|positive,no,
378,Rule Engine,tests/rule_engine_tests.robot,TC_RE_007,Create Rule With Cost Control Trigger Option 2,positive,regression|rule-engine|TC_RE_007|positive,no,
379,Rule Engine,tests/rule_engine_tests.robot,TC_RE_008,Create Rule With Others Category Trigger Option 1,positive,regression|rule-engine|TC_RE_008|positive,no,
380,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009,Create Rule With Others Category Trigger Option 2,positive,regression|rule-engine|TC_RE_009|positive,no,
381,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009A01,SIMLifecycle Define Triggers Rule Category Option 01,positive,regression|rule-engine|TC_RE_009A01|positive,no,
382,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009A02,SIMLifecycle Define Triggers Rule Category Option 02,positive,regression|rule-engine|TC_RE_009A02|positive,no,
383,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009A03,SIMLifecycle Define Triggers Rule Category Option 03,positive,regression|rule-engine|TC_RE_009A03|positive,no,
384,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009A04,SIMLifecycle Define Triggers Rule Category Option 04,positive,regression|rule-engine|TC_RE_009A04|positive,no,
385,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009A05,SIMLifecycle Define Triggers Rule Category Option 05,positive,regression|rule-engine|TC_RE_009A05|positive,no,
386,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009A06,SIMLifecycle Define Triggers Rule Category Option 06,positive,regression|rule-engine|TC_RE_009A06|positive,no,
387,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009A07,SIMLifecycle Define Triggers Rule Category Option 07,positive,regression|rule-engine|TC_RE_009A07|positive,no,
388,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009A08,SIMLifecycle Define Triggers Rule Category Option 08,positive,regression|rule-engine|TC_RE_009A08|positive,no,
389,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009A09,SIMLifecycle Define Triggers Rule Category Option 09,positive,regression|rule-engine|TC_RE_009A09|positive,no,
390,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009A10,SIMLifecycle Define Triggers Rule Category Option 10,positive,regression|rule-engine|TC_RE_009A10|positive,no,
391,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009A11,SIMLifecycle Define Triggers Rule Category Option 11,positive,regression|rule-engine|TC_RE_009A11|positive,no,
392,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009A12,SIMLifecycle Define Triggers Rule Category Option 12,positive,regression|rule-engine|TC_RE_009A12|positive,no,
393,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009A13,SIMLifecycle Define Triggers Rule Category Option 13,positive,regression|rule-engine|TC_RE_009A13|positive,no,
394,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009A14,SIMLifecycle Define Triggers Rule Category Option 14,positive,regression|rule-engine|TC_RE_009A14|positive,no,
395,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009A15,SIMLifecycle Define Triggers Rule Category Option 15,positive,regression|rule-engine|TC_RE_009A15|positive,no,
396,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009A16,SIMLifecycle Define Triggers Rule Category Option 16,positive,regression|rule-engine|TC_RE_009A16|positive,no,
397,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009A17,SIMLifecycle Define Triggers Rule Category Option 17,positive,regression|rule-engine|TC_RE_009A17|positive,no,
398,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009A18,SIMLifecycle Define Triggers Rule Category Option 18,positive,regression|rule-engine|TC_RE_009A18|positive,no,
399,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009A19,SIMLifecycle Define Triggers Rule Category Option 19,positive,regression|rule-engine|TC_RE_009A19|positive,no,
400,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009A20,SIMLifecycle Define Triggers Rule Category Option 20,positive,regression|rule-engine|TC_RE_009A20|positive,no,
401,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009A21,SIMLifecycle Define Triggers Rule Category Option 21,positive,regression|rule-engine|TC_RE_009A21|positive,no,
402,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009A22,SIMLifecycle Define Triggers Rule Category Option 22,positive,regression|rule-engine|TC_RE_009A22|positive,no,
403,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009A23,SIMLifecycle Define Triggers Rule Category Option 23,positive,regression|rule-engine|TC_RE_009A23|positive,no,
404,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009A24,SIMLifecycle Define Triggers Rule Category Option 24,positive,regression|rule-engine|TC_RE_009A24|positive,no,
405,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009A25,SIMLifecycle Define Triggers Rule Category Option 25,positive,regression|rule-engine|TC_RE_009A25|positive,no,
406,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009B01,Fraud Prevention Define Triggers Rule Category Option 01,positive,regression|rule-engine|TC_RE_009B01|positive,no,
407,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009B02,Fraud Prevention Define Triggers Rule Category Option 02,positive,regression|rule-engine|TC_RE_009B02|positive,no,
408,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009B03,Fraud Prevention Define Triggers Rule Category Option 03,positive,regression|rule-engine|TC_RE_009B03|positive,no,
409,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009B04,Fraud Prevention Define Triggers Rule Category Option 04,positive,regression|rule-engine|TC_RE_009B04|positive,no,
410,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009B05,Fraud Prevention Define Triggers Rule Category Option 05,positive,regression|rule-engine|TC_RE_009B05|positive,no,
411,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009B06,Fraud Prevention Define Triggers Rule Category Option 06,positive,regression|rule-engine|TC_RE_009B06|positive,no,
412,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009B07,Fraud Prevention Define Triggers Rule Category Option 07,positive,regression|rule-engine|TC_RE_009B07|positive,no,
413,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009B08,Fraud Prevention Define Triggers Rule Category Option 08,positive,regression|rule-engine|TC_RE_009B08|positive,no,
414,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009B09,Fraud Prevention Define Triggers Rule Category Option 09,positive,regression|rule-engine|TC_RE_009B09|positive,no,
415,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009B10,Fraud Prevention Define Triggers Rule Category Option 10,positive,regression|rule-engine|TC_RE_009B10|positive,no,
416,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009B11,Fraud Prevention Define Triggers Rule Category Option 11,positive,regression|rule-engine|TC_RE_009B11|positive,no,
417,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009B12,Fraud Prevention Define Triggers Rule Category Option 12,positive,regression|rule-engine|TC_RE_009B12|positive,no,
418,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009B13,Fraud Prevention Define Triggers Rule Category Option 13,positive,regression|rule-engine|TC_RE_009B13|positive,no,
419,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009B14,Fraud Prevention Define Triggers Rule Category Option 14,positive,regression|rule-engine|TC_RE_009B14|positive,no,
420,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009B15,Fraud Prevention Define Triggers Rule Category Option 15,positive,regression|rule-engine|TC_RE_009B15|positive,no,
421,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009B16,Fraud Prevention Define Triggers Rule Category Option 16,positive,regression|rule-engine|TC_RE_009B16|positive,no,
422,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009B17,Fraud Prevention Define Triggers Rule Category Option 17,positive,regression|rule-engine|TC_RE_009B17|positive,no,
423,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009B18,Fraud Prevention Define Triggers Rule Category Option 18,positive,regression|rule-engine|TC_RE_009B18|positive,no,
424,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009B19,Fraud Prevention Define Triggers Rule Category Option 19,positive,regression|rule-engine|TC_RE_009B19|positive,no,
425,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009B20,Fraud Prevention Define Triggers Rule Category Option 20,positive,regression|rule-engine|TC_RE_009B20|positive,no,
426,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009B21,Fraud Prevention Define Triggers Rule Category Option 21,positive,regression|rule-engine|TC_RE_009B21|positive,no,
427,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009B22,Fraud Prevention Define Triggers Rule Category Option 22,positive,regression|rule-engine|TC_RE_009B22|positive,no,
428,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009B23,Fraud Prevention Define Triggers Rule Category Option 23,positive,regression|rule-engine|TC_RE_009B23|positive,no,
429,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009B24,Fraud Prevention Define Triggers Rule Category Option 24,positive,regression|rule-engine|TC_RE_009B24|positive,no,
430,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009B25,Fraud Prevention Define Triggers Rule Category Option 25,positive,regression|rule-engine|TC_RE_009B25|positive,no,
431,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009C01,Cost Control Define Triggers Rule Category Option 01,positive,regression|rule-engine|TC_RE_009C01|positive,no,
432,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009C02,Cost Control Define Triggers Rule Category Option 02,positive,regression|rule-engine|TC_RE_009C02|positive,no,
433,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009C03,Cost Control Define Triggers Rule Category Option 03,positive,regression|rule-engine|TC_RE_009C03|positive,no,
434,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009C04,Cost Control Define Triggers Rule Category Option 04,positive,regression|rule-engine|TC_RE_009C04|positive,no,
435,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009C05,Cost Control Define Triggers Rule Category Option 05,positive,regression|rule-engine|TC_RE_009C05|positive,no,
436,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009C06,Cost Control Define Triggers Rule Category Option 06,positive,regression|rule-engine|TC_RE_009C06|positive,no,
437,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009C07,Cost Control Define Triggers Rule Category Option 07,positive,regression|rule-engine|TC_RE_009C07|positive,no,
438,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009C08,Cost Control Define Triggers Rule Category Option 08,positive,regression|rule-engine|TC_RE_009C08|positive,no,
439,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009C09,Cost Control Define Triggers Rule Category Option 09,positive,regression|rule-engine|TC_RE_009C09|positive,no,
440,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009C10,Cost Control Define Triggers Rule Category Option 10,positive,regression|rule-engine|TC_RE_009C10|positive,no,
441,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009C11,Cost Control Define Triggers Rule Category Option 11,positive,regression|rule-engine|TC_RE_009C11|positive,no,
442,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009C12,Cost Control Define Triggers Rule Category Option 12,positive,regression|rule-engine|TC_RE_009C12|positive,no,
443,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009C13,Cost Control Define Triggers Rule Category Option 13,positive,regression|rule-engine|TC_RE_009C13|positive,no,
444,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009C14,Cost Control Define Triggers Rule Category Option 14,positive,regression|rule-engine|TC_RE_009C14|positive,no,
445,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009C15,Cost Control Define Triggers Rule Category Option 15,positive,regression|rule-engine|TC_RE_009C15|positive,no,
446,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009C16,Cost Control Define Triggers Rule Category Option 16,positive,regression|rule-engine|TC_RE_009C16|positive,no,
447,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009C17,Cost Control Define Triggers Rule Category Option 17,positive,regression|rule-engine|TC_RE_009C17|positive,no,
448,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009C18,Cost Control Define Triggers Rule Category Option 18,positive,regression|rule-engine|TC_RE_009C18|positive,no,
449,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009C19,Cost Control Define Triggers Rule Category Option 19,positive,regression|rule-engine|TC_RE_009C19|positive,no,
450,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009C20,Cost Control Define Triggers Rule Category Option 20,positive,regression|rule-engine|TC_RE_009C20|positive,no,
451,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009C21,Cost Control Define Triggers Rule Category Option 21,positive,regression|rule-engine|TC_RE_009C21|positive,no,
452,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009C22,Cost Control Define Triggers Rule Category Option 22,positive,regression|rule-engine|TC_RE_009C22|positive,no,
453,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009C23,Cost Control Define Triggers Rule Category Option 23,positive,regression|rule-engine|TC_RE_009C23|positive,no,
454,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009C24,Cost Control Define Triggers Rule Category Option 24,positive,regression|rule-engine|TC_RE_009C24|positive,no,
455,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009C25,Cost Control Define Triggers Rule Category Option 25,positive,regression|rule-engine|TC_RE_009C25|positive,no,
456,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009D01,Others Define Triggers Rule Category Option 01,positive,regression|rule-engine|TC_RE_009D01|positive,no,
457,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009D02,Others Define Triggers Rule Category Option 02,positive,regression|rule-engine|TC_RE_009D02|positive,no,
458,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009D03,Others Define Triggers Rule Category Option 03,positive,regression|rule-engine|TC_RE_009D03|positive,no,
459,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009D04,Others Define Triggers Rule Category Option 04,positive,regression|rule-engine|TC_RE_009D04|positive,no,
460,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009D05,Others Define Triggers Rule Category Option 05,positive,regression|rule-engine|TC_RE_009D05|positive,no,
461,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009D06,Others Define Triggers Rule Category Option 06,positive,regression|rule-engine|TC_RE_009D06|positive,no,
462,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009D07,Others Define Triggers Rule Category Option 07,positive,regression|rule-engine|TC_RE_009D07|positive,no,
463,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009D08,Others Define Triggers Rule Category Option 08,positive,regression|rule-engine|TC_RE_009D08|positive,no,
464,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009D09,Others Define Triggers Rule Category Option 09,positive,regression|rule-engine|TC_RE_009D09|positive,no,
465,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009D10,Others Define Triggers Rule Category Option 10,positive,regression|rule-engine|TC_RE_009D10|positive,no,
466,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009D11,Others Define Triggers Rule Category Option 11,positive,regression|rule-engine|TC_RE_009D11|positive,no,
467,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009D12,Others Define Triggers Rule Category Option 12,positive,regression|rule-engine|TC_RE_009D12|positive,no,
468,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009D13,Others Define Triggers Rule Category Option 13,positive,regression|rule-engine|TC_RE_009D13|positive,no,
469,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009D14,Others Define Triggers Rule Category Option 14,positive,regression|rule-engine|TC_RE_009D14|positive,no,
470,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009D15,Others Define Triggers Rule Category Option 15,positive,regression|rule-engine|TC_RE_009D15|positive,no,
471,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009D16,Others Define Triggers Rule Category Option 16,positive,regression|rule-engine|TC_RE_009D16|positive,no,
472,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009D17,Others Define Triggers Rule Category Option 17,positive,regression|rule-engine|TC_RE_009D17|positive,no,
473,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009D18,Others Define Triggers Rule Category Option 18,positive,regression|rule-engine|TC_RE_009D18|positive,no,
474,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009D19,Others Define Triggers Rule Category Option 19,positive,regression|rule-engine|TC_RE_009D19|positive,no,
475,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009D20,Others Define Triggers Rule Category Option 20,positive,regression|rule-engine|TC_RE_009D20|positive,no,
476,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009D21,Others Define Triggers Rule Category Option 21,positive,regression|rule-engine|TC_RE_009D21|positive,no,
477,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009D22,Others Define Triggers Rule Category Option 22,positive,regression|rule-engine|TC_RE_009D22|positive,no,
478,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009D23,Others Define Triggers Rule Category Option 23,positive,regression|rule-engine|TC_RE_009D23|positive,no,
479,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009D24,Others Define Triggers Rule Category Option 24,positive,regression|rule-engine|TC_RE_009D24|positive,no,
480,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009D25,Others Define Triggers Rule Category Option 25,positive,regression|rule-engine|TC_RE_009D25|positive,no,
481,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009E_SL01,SIMLifecycle Tab4 Action Option 01,positive,regression|rule-engine|TC_RE_009E_SL01|positive,no,
482,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009E_SL02,SIMLifecycle Tab4 Action Option 02,positive,regression|rule-engine|TC_RE_009E_SL02|positive,no,
483,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009E_SL03,SIMLifecycle Tab4 Action Option 03,positive,regression|rule-engine|TC_RE_009E_SL03|positive,no,
484,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009E_SL04,SIMLifecycle Tab4 Action Option 04,positive,regression|rule-engine|TC_RE_009E_SL04|positive,no,
485,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009E_SL05,SIMLifecycle Tab4 Action Option 05,positive,regression|rule-engine|TC_RE_009E_SL05|positive,no,
486,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009E_SL06,SIMLifecycle Tab4 Action Option 06,positive,regression|rule-engine|TC_RE_009E_SL06|positive,no,
487,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009E_SL07,SIMLifecycle Tab4 Action Option 07,positive,regression|rule-engine|TC_RE_009E_SL07|positive,no,
488,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009E_SL08,SIMLifecycle Tab4 Action Option 08,positive,regression|rule-engine|TC_RE_009E_SL08|positive,no,
489,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009E_FP01,Fraud Prevention Tab4 Action Option 01,positive,regression|rule-engine|TC_RE_009E_FP01|positive,no,
490,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009E_FP02,Fraud Prevention Tab4 Action Option 02,positive,regression|rule-engine|TC_RE_009E_FP02|positive,no,
491,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009E_FP03,Fraud Prevention Tab4 Action Option 03,positive,regression|rule-engine|TC_RE_009E_FP03|positive,no,
492,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009E_FP04,Fraud Prevention Tab4 Action Option 04,positive,regression|rule-engine|TC_RE_009E_FP04|positive,no,
493,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009E_FP05,Fraud Prevention Tab4 Action Option 05,positive,regression|rule-engine|TC_RE_009E_FP05|positive,no,
494,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009E_FP06,Fraud Prevention Tab4 Action Option 06,positive,regression|rule-engine|TC_RE_009E_FP06|positive,no,
495,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009E_FP07,Fraud Prevention Tab4 Action Option 07,positive,regression|rule-engine|TC_RE_009E_FP07|positive,no,
496,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009E_FP08,Fraud Prevention Tab4 Action Option 08,positive,regression|rule-engine|TC_RE_009E_FP08|positive,no,
497,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009E_CC01,Cost Control Tab4 Action Option 01,positive,regression|rule-engine|TC_RE_009E_CC01|positive,no,
498,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009E_CC02,Cost Control Tab4 Action Option 02,positive,regression|rule-engine|TC_RE_009E_CC02|positive,no,
499,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009E_CC03,Cost Control Tab4 Action Option 03,positive,regression|rule-engine|TC_RE_009E_CC03|positive,no,
500,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009E_CC04,Cost Control Tab4 Action Option 04,positive,regression|rule-engine|TC_RE_009E_CC04|positive,no,
501,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009E_CC05,Cost Control Tab4 Action Option 05,positive,regression|rule-engine|TC_RE_009E_CC05|positive,no,
502,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009E_CC06,Cost Control Tab4 Action Option 06,positive,regression|rule-engine|TC_RE_009E_CC06|positive,no,
503,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009E_CC07,Cost Control Tab4 Action Option 07,positive,regression|rule-engine|TC_RE_009E_CC07|positive,no,
504,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009E_CC08,Cost Control Tab4 Action Option 08,positive,regression|rule-engine|TC_RE_009E_CC08|positive,no,
505,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009E_OT01,Others Tab4 Action Option 01,positive,regression|rule-engine|TC_RE_009E_OT01|positive,no,
506,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009E_OT02,Others Tab4 Action Option 02,positive,regression|rule-engine|TC_RE_009E_OT02|positive,no,
507,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009E_OT03,Others Tab4 Action Option 03,positive,regression|rule-engine|TC_RE_009E_OT03|positive,no,
508,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009E_OT04,Others Tab4 Action Option 04,positive,regression|rule-engine|TC_RE_009E_OT04|positive,no,
509,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009E_OT05,Others Tab4 Action Option 05,positive,regression|rule-engine|TC_RE_009E_OT05|positive,no,
510,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009E_OT06,Others Tab4 Action Option 06,positive,regression|rule-engine|TC_RE_009E_OT06|positive,no,
511,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009E_OT07,Others Tab4 Action Option 07,positive,regression|rule-engine|TC_RE_009E_OT07|positive,no,
512,Rule Engine,tests/rule_engine_tests.robot,TC_RE_009E_OT08,Others Tab4 Action Option 08,positive,regression|rule-engine|TC_RE_009E_OT08|positive,no,
513,Rule Engine,tests/rule_engine_tests.robot,TC_RE_010,NEG01 Next On Tab1 With Rule Name Blank,negative,regression|rule-engine|TC_RE_010|negative,no,
514,Rule Engine,tests/rule_engine_tests.robot,TC_RE_011,NEG02 Next On Tab1 With Category Not Selected,negative,regression|rule-engine|TC_RE_011|negative,no,
515,Rule Engine,tests/rule_engine_tests.robot,TC_RE_012,NEG03 Next On Tab1 With App Level Not Selected,negative,regression|rule-engine|TC_RE_012|negative,no,
516,Rule Engine,tests/rule_engine_tests.robot,TC_RE_013,NEG04 Next On Tab1 With Customer Not Selected,negative,regression|rule-engine|TC_RE_013|negative,no,
517,Rule Engine,tests/rule_engine_tests.robot,TC_RE_014,NEG05 Next On Tab1 With Device Plan Not Selected,negative,regression|rule-engine|TC_RE_014|negative,no,
518,Rule Engine,tests/rule_engine_tests.robot,TC_RE_015,NEG06 Next On Tab2 With No Rule Category Selected,negative,regression|rule-engine|TC_RE_015|negative,no,
519,Rule Engine,tests/rule_engine_tests.robot,TC_RE_016,NEG07 Next On Tab2 With No Trigger Saved,negative,regression|rule-engine|TC_RE_016|negative,no,
520,Rule Engine,tests/rule_engine_tests.robot,TC_RE_017,NEG08 Next On Tab3 With No Aggregation Level,negative,regression|rule-engine|TC_RE_017|negative,no,
521,Rule Engine,tests/rule_engine_tests.robot,TC_RE_018,NEG09 Submit On Tab4 With No Action Saved,negative,regression|rule-engine|TC_RE_018|negative,no,
522,Rule Engine,tests/rule_engine_tests.robot,TC_RE_019,NEG10 Save Email Action Without Recipients,negative,regression|rule-engine|TC_RE_019|negative,no,
523,Rule Engine,tests/rule_engine_tests.robot,TC_RE_020,NEG11 Invalid Email In Raise Alert To Field,negative,regression|rule-engine|TC_RE_020|negative,no,
524,Rule Engine,tests/rule_engine_tests.robot,TC_RE_021,NEG12 Close Wizard Mid Way,negative,regression|rule-engine|TC_RE_021|negative,no,
525,Rule Engine,tests/rule_engine_tests.robot,TC_RE_022,NEG13 Rule Name Exceeds 50 Characters,negative,regression|rule-engine|TC_RE_022|negative,no,
526,Rule Engine,tests/rule_engine_tests.robot,TC_RE_023,NEG14 Device Plan Disabled When All DP Checked,negative,regression|rule-engine|TC_RE_023|negative,no,
527,Role Management,tests/role_management_tests.robot,TC_ROLE_001,Navigate To Manage Role Page,positive,regression|role-management|TC_ROLE_001|smoke|positive,no,
528,Role Management,tests/role_management_tests.robot,TC_ROLE_002,Verify Role Grid Loads With Data,positive,regression|role-management|TC_ROLE_002|positive,no,
529,Role Management,tests/role_management_tests.robot,TC_ROLE_003,Verify Role Grid Has Pagination,positive,regression|role-management|TC_ROLE_003|positive,no,
530,Role Management,tests/role_management_tests.robot,TC_ROLE_004,Verify Create Role Button Visible,positive,regression|role-management|TC_ROLE_004|positive,no,
531,Role Management,tests/role_management_tests.robot,TC_ROLE_005,Open Create Role Form,positive,regression|role-management|TC_ROLE_005|positive,no,
532,Role Management,tests/role_management_tests.robot,TC_ROLE_006,Verify Create Role Breadcrumb,positive,regression|role-management|TC_ROLE_006|positive,no,
